date,city,latitude,longitude,users,sessions,newUsers
2018-02-15,Cumbernauld,55.9457,-3.9925,1,2,1
2017-08-19,Greenock,55.9533,-4.772,1,1,1
2017-09-27,Stirling,56.1165,-3.9369,1,1,1
2018-10-26,Hamilton,55.7776,-4.0537,3,3,1
2019-06-04,St Andrews,56.3398,-2.7967,1,1,0
2019-07-06,Rosyth,56.0365,-3.4229,1,1,1
2017-11-08,Paisley,55.8473,-4.4401,2,2,1
2017-06-19,Motherwell,55.7776,-3.9811,1,1,1
2018-06-13,Bellshill,55.8168,-4.0265,1,1,1
2019-10-22,Falkirk,56.0019,-3.7839,7,9,3
2020-02-20,Kirkcaldy,56.1168,-3.1581,1,1,1
2019-06-10,Greenock,55.9533,-4.772,2,2,0
2018-01-30,Kilwinning,55.6559,-4.7031,1,1,1
2019-04-16,Barrhead,55.7967,-4.3977,1,1,1
2019-02-16,Glasgow,55.8622,-4.2518,37,46,22
2017-03-10,Edinburgh,55.9533,-3.1883,37,46,18
2018-07-04,Stirling,56.1168,-3.9369,2,3,0
2018-12-24,Perth,56.395,-3.4308,1,1,1
2016-11-05,Portlethen,57.0617,-2.1295,1,2,1
2018-04-25,Dundee,56.462,-2.9707,4,4,2
2018-09-24,Irvine,55.6147,-4.6696,1,1,1
2018-07-21,Bellshill,55.8157,-4.0265,1,1,1
2018-11-04,Falkirk,56.0019,-3.7839,1,1,1
2017-12-17,Ayr,55.4586,-4.6292,1,1,1
2017-05-21,Montrose,56.7069,-2.4661,1,1,1
2017-05-07,Stirling,56.1141,-3.9369,1,1,0
2017-09-03,Inverbervie,56.8449,-2.2798,1,1,0
2017-07-20,East Kilbride,55.7644,-4.177,3,3,3
2017-10-06,North Berwick,56.0584,-2.7196,1,1,1
2016-12-13,Perth,56.395,-3.4308,2,2,1
2018-01-26,Forfar,56.6436,-2.8891,1,1,1
2017-04-23,Hamilton,55.7832,-4.0537,2,2,1
2018-12-30,(not set),0,0,4,4,1
2019-03-29,Ayr,55.4586,-4.6302,1,1,1
2020-04-15,North Berwick,56.0584,-2.7196,1,1,0
2018-06-14,North Berwick,56.0584,-2.7196,2,3,2
2019-07-06,Stirling,56.1141,-3.9369,2,2,1
2018-01-30,Rutherglen,55.829,-4.2247,2,2,1
2019-06-07,Motherwell,55.7776,-3.9811,1,1,1
2018-06-18,East Kilbride,55.7644,-4.177,1,1,1
2019-02-24,Stirling,56.1165,-3.9369,3,3,3
2016-10-10,Kinross,56.2008,-3.4231,1,1,1
2018-01-23,Perth,56.395,-3.4308,2,2,2
2019-12-17,Kilmarnock,55.6116,-4.4988,1,1,1
2017-12-29,East Kilbride,55.7644,-4.177,1,1,1
2017-02-16,North Berwick,56.0584,-2.7196,1,4,0
2016-12-07,Barrhead,55.7939,-4.3977,2,2,1
2019-06-02,Paisley,55.8473,-4.4401,1,1,1
2017-06-24,Edinburgh,55.9533,-3.1883,24,32,14
2019-09-09,Biggar,55.6147,-3.524,1,1,1
2017-08-08,Cumbernauld,55.9419,-3.9925,1,1,1
2019-01-27,Biggar,55.6147,-3.524,1,1,1
2018-09-06,Hamilton,55.7832,-4.0537,2,2,2
2017-11-19,Livingston,55.9001,-3.5181,1,1,0
2017-03-16,Dumfries,55.0709,-3.6051,1,1,1
2019-09-28,Glasgow,55.8566,-4.2518,40,46,27
2016-10-14,Inverness,57.4778,-4.2243,1,1,0
2018-11-20,Paisley,55.8473,-4.4401,3,3,2
2020-02-10,Aberdeen,57.1497,-2.0943,7,7,4
2019-03-16,Glenrothes,56.2008,-3.1599,1,1,1
2018-10-30,Livingston,55.9007,-3.5181,5,5,5
2019-08-19,Clydebank,55.9007,-4.4048,1,1,1
2019-11-25,Rosyth,56.0365,-3.4231,1,2,1
2019-01-27,(not set),0,0,8,8,5
2017-08-18,Inverurie,57.2835,-2.374,1,1,1
2017-11-14,Bo'ness,56.0019,-3.6051,1,1,0
2017-06-16,Aberdeen,57.1497,-2.0943,2,2,0
2018-09-17,Kelso,55.5987,-2.4322,1,1,1
2019-12-11,Inverness,57.4778,-4.2247,8,9,6
2020-03-27,Cumbernauld,55.9392,-3.9925,1,1,0
2019-10-29,Dingwall,57.5953,-4.4284,1,1,1
2019-06-25,Livingston,55.9007,-3.5181,3,4,1
2016-10-13,Glasgow,55.8622,-4.2518,24,26,13
2017-06-02,St Andrews,56.3398,-2.7967,1,1,1
2018-06-01,Alloa,56.1141,-3.7919,1,1,1
2019-09-15,Cumbernauld,55.9419,-3.9925,2,2,2
2020-01-15,Perth,56.395,-3.4308,1,1,1
2017-11-03,Dunfermline,56.0717,-3.4522,4,5,3
2017-08-02,Kilmarnock,55.6234,-4.4988,1,1,1
2018-12-18,Paisley,55.8473,-4.4401,1,1,0
2017-03-04,Barrhead,55.7967,-4.3977,3,3,3
2017-04-18,Motherwell,55.7776,-3.9839,1,1,1
2019-04-28,St Andrews,56.3398,-2.7967,1,1,1
2017-03-20,North Berwick,56.0584,-2.7196,2,3,1
2019-02-20,Fort William,56.8198,-5.1052,1,1,1
2016-12-06,Blantyre,55.7939,-4.0949,1,1,1
2018-06-03,Livingston,55.9007,-3.5181,3,3,2
2017-08-01,Stirling,56.1165,-3.9369,1,1,0
2019-07-17,Edinburgh,55.9533,-3.1883,88,103,59
2016-12-08,(not set),0,0,4,4,1
2018-07-26,Inverurie,57.2835,-2.374,1,1,0
2019-07-24,Dumbarton,55.9453,-4.5646,1,1,1
2019-09-26,Alloa,56.1168,-3.7919,2,2,1
2016-09-25,Barrhead,55.7967,-4.3977,2,2,2
2019-11-30,Stirling,56.1165,-3.9369,7,7,5
2017-10-03,Aberdeen,57.1497,-2.0943,4,5,2
2017-11-27,Glasgow,55.8642,-4.2518,42,50,24
2016-10-15,Portlethen,57.0617,-2.1295,1,1,1
2019-06-11,St Andrews,56.3398,-2.7967,1,1,0
2019-07-17,Glenrothes,56.2008,-3.1599,1,1,0
2019-10-05,Coatbridge,55.8642,-4.0193,2,2,2
2017-07-15,Biggar,55.6116,-3.524,1,8,0
2018-03-04,Livingston,55.9007,-3.5181,2,2,1
2019-10-21,Hamilton,55.7776,-4.0537,6,6,6
2017-03-31,Biggar,55.6234,-3.524,1,4,0
2018-03-04,Uddingston,55.8168,-4.0791,1,1,0
2016-10-11,Portree,57.4125,-6.196,1,1,1
2019-01-15,Kirkintilloch,55.9457,-4.1562,1,1,1
2019-02-22,Arbroath,56.5591,-2.5915,1,1,1
2019-12-25,Dundee,56.462,-2.9707,1,1,1
2018-10-31,Glenrothes,56.2008,-3.1599,1,1,0
2017-09-05,Edinburgh,55.9533,-3.1883,84,106,46
2019-09-01,Dunfermline,56.0717,-3.4522,7,8,6
2018-02-22,Elgin,57.6495,-3.3185,1,1,0
2017-05-15,Clydebank,55.9007,-4.4048,2,3,1
2018-07-16,Irvine,55.6116,-4.6696,1,1,1
2019-01-10,Dundee,56.462,-2.9707,2,2,2
2019-07-18,Elgin,57.6495,-3.3185,1,1,1
2017-05-01,Falkirk,56.013,-3.7839,2,3,1
2017-09-16,Edinburgh,55.9533,-3.1883,72,89,42
2019-08-25,Paisley,55.8473,-4.4401,4,4,4
2019-04-02,Paisley,55.8473,-4.4401,1,1,1
2020-03-12,Perth,56.395,-3.4308,1,1,1
2020-01-24,Musselburgh,55.9392,-3.0539,1,1,0
2019-08-21,Renfrew,55.8753,-4.3915,1,2,1
2018-12-20,Falkirk,56.0019,-3.7839,1,1,1
2018-01-04,Kirkcaldy,56.1165,-3.1581,1,1,0
2020-01-01,Dunfermline,56.0717,-3.4522,2,2,2
2018-02-16,North Berwick,56.0584,-2.7196,2,2,2
2019-11-07,Kirkintilloch,55.9457,-4.1562,1,1,1
2020-03-09,North Berwick,56.0584,-2.7196,2,4,0
2017-12-11,Aberdeen,57.1497,-2.0943,4,4,2
2019-09-11,Paisley,55.8473,-4.4401,5,6,3
2019-04-16,(not set),0,0,7,8,3
2019-09-09,(not set),0,0,7,8,3
2019-07-21,Glasgow,55.8622,-4.2518,78,92,49
2017-05-16,Biggar,55.6147,-3.524,1,2,0
2019-06-10,Dumfries,55.0709,-3.6035,1,2,1
2019-02-03,Irvine,55.6147,-4.6696,1,1,1
2019-02-21,Edinburgh,55.9565,-3.1883,79,90,48
2019-09-16,Stirling,56.1165,-3.9369,1,1,0
2018-01-29,Perth,56.395,-3.4308,1,2,0
2016-10-12,Dumbarton,55.9453,-4.5646,1,1,1
2020-03-19,Inverness,57.4778,-4.2247,2,2,2
2020-03-11,Inverness,57.4778,-4.2247,1,1,1
2019-01-29,Kilmarnock,55.6147,-4.4988,2,2,1
2019-03-03,Edinburgh,55.9565,-3.1883,24,26,13
2018-01-12,East Kilbride,55.7644,-4.177,2,2,2
2020-01-15,Coatbridge,55.8642,-4.0193,1,2,1
2019-09-29,Falkirk,56.0019,-3.7839,6,9,5
2017-12-29,Stirling,56.1141,-3.9369,2,2,2
2018-02-28,(not set),0,0,9,13,4
2018-10-02,Stirling,56.1165,-3.9369,2,2,2
2017-05-19,Aberdeen,57.1497,-2.0943,6,6,6
2019-03-18,Glenrothes,56.2008,-3.1599,1,1,1
2018-02-22,Glasgow,55.8642,-4.2518,67,80,49
2019-12-06,Dunfermline,56.0717,-3.4522,5,5,3
2018-05-18,Bo'ness,56.0019,-3.6051,1,3,0
2018-09-27,Greenock,55.9592,-4.772,1,1,1
2016-10-27,Rutherglen,55.829,-4.2247,3,3,3
2019-12-12,Rutherglen,55.829,-4.2243,3,3,1
2020-03-31,Inverurie,57.2835,-2.374,2,2,1
2016-09-13,Kirkcaldy,56.1165,-3.1581,1,1,1
2017-07-01,Motherwell,55.7832,-3.9811,1,1,0
2019-10-14,Portlethen,57.0617,-2.1295,1,1,1
2016-10-09,Falkirk,56.0019,-3.7839,2,2,0
2018-03-25,Paisley,55.8473,-4.4401,2,3,1
2019-04-16,Renfrew,55.8753,-4.3915,2,4,1
2018-06-27,Cumbernauld,55.9419,-3.9925,2,2,2
2018-02-06,Dundee,56.462,-2.9707,2,3,1
2019-05-23,Coatbridge,55.8642,-4.0193,2,2,2
2017-05-09,Stirling,56.1168,-3.9369,1,1,1
2019-05-07,Hamilton,55.7776,-4.0537,8,8,7
2017-09-14,Ayr,55.4586,-4.6302,2,4,1
2019-11-09,Glasgow,55.8642,-4.2518,46,53,28
2019-06-10,Uddingston,55.8168,-4.0791,1,1,1
2018-05-17,Glasgow,55.8622,-4.2518,51,60,31
2018-01-10,Johnstone,55.829,-4.5139,2,3,2
2019-09-11,Johnstone,55.829,-4.5139,1,1,1
2019-05-31,Musselburgh,55.9392,-3.0539,1,1,0
2017-09-25,Rutherglen,55.829,-4.2247,1,1,0
2018-08-26,Inverness,57.4778,-4.2247,1,1,1
2019-01-27,Paisley,55.8473,-4.4401,8,10,7
2018-04-25,Aberdeen,57.1497,-2.0943,2,3,2
2019-02-20,Falkirk,56.013,-3.7839,4,4,3
2016-12-08,Hamilton,55.7776,-4.0537,1,1,1
2018-06-18,Blantyre,55.7967,-4.0949,1,1,0
2017-06-22,Dumfries,55.0709,-3.6051,2,2,1
2019-08-01,Livingston,55.9007,-3.5181,12,16,5
2017-08-09,Dundee,56.462,-2.9707,3,3,1
2019-01-14,Coatbridge,55.8642,-4.0193,1,1,0
2017-04-15,Dunfermline,56.0717,-3.4522,5,5,3
2018-09-27,East Kilbride,55.7644,-4.177,3,3,2
2019-09-02,Aberdeen,57.1497,-2.0943,3,4,2
2019-11-20,Glenrothes,56.2008,-3.1599,2,2,2
2019-06-12,Rutherglen,55.829,-4.2247,1,1,0
2018-01-18,Falkirk,56.0019,-3.7839,1,1,1
2017-04-12,Dunfermline,56.0717,-3.4522,11,11,4
2017-11-14,Kilmarnock,55.6116,-4.4988,1,1,0
2020-01-04,Portlethen,57.0617,-2.1295,1,3,0
2018-09-22,Livingston,55.9007,-3.5181,4,4,3
2016-10-15,Peebles,55.6559,-3.1936,1,1,0
2019-04-08,Bo'ness,56.0019,-3.6035,1,1,1
2019-05-02,Dumfries,55.0709,-3.6051,1,1,1
2017-01-05,Dumfries,55.0709,-3.6035,1,1,0
2018-07-13,Paisley,55.8473,-4.4401,3,3,1
2019-01-01,Rosyth,56.0365,-3.4231,1,1,0
2018-12-09,(not set),0,0,4,4,2
2018-11-18,Kirkintilloch,55.9392,-4.1562,1,1,0
2018-07-12,Aberdeen,57.1497,-2.0943,4,5,4
2020-02-03,Dundee,56.462,-2.9707,1,1,1
2019-08-06,Renfrew,55.8753,-4.3915,1,1,1
2020-03-15,Kilwinning,55.6559,-4.7031,1,1,0
2017-01-23,Paisley,55.8473,-4.4401,1,1,1
2016-12-17,Blantyre,55.7967,-4.0949,2,2,2
2018-01-11,Livingston,55.9007,-3.5181,1,1,1
2019-08-30,Musselburgh,55.9453,-3.0539,3,5,3
2019-06-05,Stirling,56.1165,-3.9369,4,5,4
2018-12-04,North Berwick,56.0584,-2.7196,1,2,1
2019-06-27,Kilmacolm,55.9007,-4.6268,2,2,2
2017-07-17,Blantyre,55.7967,-4.0949,1,1,1
2016-10-07,Glasgow,55.8642,-4.2518,26,29,15
2019-02-11,Aberdeen,57.1497,-2.0943,5,6,3
2018-04-03,Kilmarnock,55.6116,-4.4988,1,1,0
2017-10-29,Dundee,56.462,-2.9707,1,2,1
2019-04-27,Hamilton,55.7776,-4.0537,3,3,3
2018-06-19,Paisley,55.8473,-4.4401,2,2,1
2018-10-10,Clydebank,55.9007,-4.4048,1,1,1
2018-06-08,Dundee,56.462,-2.9707,3,3,3
2017-07-06,Paisley,55.8473,-4.4401,4,4,1
2019-05-09,Glenrothes,56.2008,-3.1599,1,1,1
2019-12-04,Kirkcaldy,56.1165,-3.1581,2,2,2
2019-04-17,Kilwinning,55.6559,-4.7031,2,2,2
2017-11-09,Kilwinning,55.6559,-4.7031,4,5,1
2019-08-15,Kirkcaldy,56.1165,-3.1581,2,2,2
2017-11-15,Dundee,56.462,-2.9707,5,5,5
2018-01-25,Edinburgh,55.9565,-3.1883,168,168,110
2018-01-05,Paisley,55.8473,-4.4401,1,1,1
2019-10-12,Inverurie,57.2835,-2.374,1,1,1
2018-07-31,Biggar,55.6234,-3.524,1,1,0
2017-10-18,Kirkcaldy,56.1168,-3.1581,1,1,0
2018-11-01,Lerwick,60.153,-1.1493,1,1,1
2017-06-05,Hamilton,55.7776,-4.0537,3,3,3
2017-06-06,Falkirk,56.013,-3.7839,1,2,0
2017-01-07,Falkirk,56.0019,-3.7839,2,2,1
2017-11-21,Biggar,55.6234,-3.524,1,2,0
2018-07-24,Trinity,56.7507,-2.6486,1,1,0
2017-07-19,Peebles,55.6559,-3.1936,1,1,1
2018-02-10,Musselburgh,55.9392,-3.0539,1,1,0
2017-07-11,Forfar,56.6436,-2.8891,1,1,1
2018-04-24,Gourock,55.9565,-4.8169,1,1,1
2019-01-25,Alness,57.696,-4.2568,1,1,0
2019-03-29,Glasgow,55.8642,-4.2518,60,71,38
2017-07-01,Arbroath,56.5591,-2.5915,1,1,0
2018-07-16,Cumbernauld,55.9457,-3.9925,1,1,1
2017-05-30,North Berwick,56.0584,-2.7196,1,1,0
2019-08-12,Cumbernauld,55.9392,-3.9925,3,4,3
2017-10-21,Kirkintilloch,55.9392,-4.1562,3,3,1
2017-11-01,Bo'ness,56.0019,-3.6051,1,1,0
2016-09-13,Bellshill,55.8157,-4.0265,1,2,0
2019-12-28,Dumbarton,55.9419,-4.5646,2,2,2
2018-01-30,Kirkwall,58.9847,-2.9622,1,1,0
2019-01-30,Perth,56.395,-3.4308,1,1,1
2019-04-02,Dundee,56.462,-2.9707,3,4,1
2019-06-25,Alloa,56.1165,-3.7919,1,2,1
2017-11-13,Alloa,56.1165,-3.7919,2,2,2
2019-05-28,Kirkintilloch,55.9392,-4.1562,1,1,1
2019-10-29,Paisley,55.8473,-4.4401,2,2,2
2020-01-16,Dunfermline,56.0717,-3.4522,5,6,2
2017-11-07,East Kilbride,55.7644,-4.177,1,1,0
2018-12-12,Dumbarton,55.9419,-4.5646,1,1,0
2017-04-21,Dunfermline,56.0717,-3.4522,2,2,0
2020-02-21,Glasgow,55.8642,-4.2518,28,34,19
2020-02-18,Hamilton,55.7776,-4.0537,2,2,2
2017-05-25,Aberdeen,57.1497,-2.0943,10,10,5
2019-07-12,Cumbernauld,55.9457,-3.9925,2,2,2
2019-01-10,Clydebank,55.9007,-4.4048,1,1,0
2019-03-06,Inverness,57.4778,-4.2247,1,1,1
2019-12-30,Clydebank,55.9007,-4.4048,1,1,0
2020-02-15,Livingston,55.9007,-3.5181,1,1,1
2019-06-28,Forfar,56.6436,-2.8891,1,1,1
2019-06-24,Dunfermline,56.0717,-3.4522,1,2,1
2019-01-24,Cumbernauld,55.9453,-3.9925,1,1,0
2017-10-31,Glasgow,55.8642,-4.2518,30,36,20
2019-08-21,(not set),0,0,12,16,7
2016-10-08,Barrhead,55.7967,-4.3977,1,1,0
2019-05-16,Barrhead,55.7967,-4.3977,3,3,1
2017-12-13,Dunfermline,56.0717,-3.4522,5,6,3
2018-08-30,Kilwinning,55.6559,-4.7031,2,2,2
2018-07-07,Inverness,57.4778,-4.2243,1,1,0
2018-01-31,Irvine,55.6116,-4.6696,2,2,2
2020-04-22,Musselburgh,55.9453,-3.0539,1,4,1
2017-11-30,Kirkcaldy,56.1165,-3.1581,2,2,0
2017-09-15,Johnstone,55.829,-4.5139,2,2,1
2018-11-09,Johnstone,55.829,-4.5139,1,1,1
2018-07-05,North Berwick,56.0584,-2.7219,1,1,1
2018-09-24,Kirkintilloch,55.9392,-4.1562,1,1,1
2019-05-18,Kirkcaldy,56.1165,-3.1581,1,2,1
2017-10-25,(not set),0,0,5,8,2
2019-10-31,Paisley,55.8473,-4.4401,1,1,0
2020-01-07,Rutherglen,55.8373,-4.2243,2,2,1
2019-01-30,Kirkcaldy,56.1165,-3.1581,1,1,1
2017-03-02,Blantyre,55.7967,-4.0949,1,1,1
2017-03-11,Stirling,56.1141,-3.9369,1,1,1
2019-10-30,Irvine,55.6116,-4.6696,2,2,2
2019-07-06,East Kilbride,55.7644,-4.177,3,3,3
2017-05-07,Inverness,57.4778,-4.2243,1,1,0
2016-09-27,Musselburgh,55.9457,-3.0539,2,2,0
2019-02-15,Aberdeen,57.1497,-2.0943,7,8,5
2017-11-02,Dumfries,55.0709,-3.6051,1,1,0
2018-10-15,Dundee,56.462,-2.9707,2,2,1
2017-09-21,Glenrothes,56.2008,-3.1599,1,1,1
2016-09-28,Eskdalemuir,55.2678,-3.1757,1,1,1
2017-02-10,Stirling,56.1165,-3.9369,1,1,1
2018-01-09,Dundee,56.462,-2.9707,3,3,2
2018-10-31,Kilmarnock,55.6147,-4.4988,2,3,1
2018-03-15,Falkirk,56.0019,-3.7839,2,2,1
2016-09-20,(not set),0,0,7,8,4
2019-12-27,Dunfermline,56.0717,-3.4522,1,1,1
2017-12-01,Glasgow,55.8642,-4.2518,28,31,14
2019-10-16,Kilbride,56.3755,-5.4727,1,2,1
2017-04-10,Inverurie,57.2835,-2.374,1,1,1
2016-11-26,Perth,56.395,-3.4308,2,2,2
2018-01-05,Kilmarnock,55.6147,-4.4988,1,1,0
2019-02-06,Greenock,55.9533,-4.772,1,1,0
2017-08-28,Kirkwall,58.9847,-2.9622,1,1,0
2018-10-02,Inverness,57.4778,-4.2243,1,1,1
2020-01-02,Inverurie,57.2835,-2.374,1,2,0
2019-07-01,Musselburgh,55.9457,-3.0539,4,5,2
2019-11-22,Aberdeen,57.1497,-2.0943,3,3,2
2016-10-08,Hamilton,55.7832,-4.0537,3,3,1
2019-09-16,(not set),0,0,23,24,24
2017-10-16,Edinburgh,55.9533,-3.1883,72,94,36
2017-03-16,St Andrews,56.3398,-2.7967,1,1,1
2020-01-29,Irvine,55.6234,-4.6696,2,2,1
2019-05-21,Inverurie,57.2835,-2.374,2,2,2
2020-01-31,Dunfermline,56.0717,-3.4522,4,4,3
2019-09-10,Forfar,56.6436,-2.8891,1,1,1
2017-05-18,Livingston,55.9007,-3.5181,1,1,1
2016-12-18,Inverurie,57.2835,-2.374,1,2,1
2017-10-03,Motherwell,55.7832,-3.9811,1,1,1
2019-03-13,Rutherglen,55.829,-4.2243,1,1,1
2017-10-18,Perth,56.395,-3.4308,1,1,1
2018-06-07,Alloa,56.1168,-3.7919,1,1,1
2017-02-06,North Berwick,56.0584,-2.7196,1,1,1
2016-10-24,Kirkcaldy,56.1165,-3.1581,2,2,2
2018-05-25,Kilmarnock,55.6116,-4.4988,1,1,1
2018-12-18,St Andrews,56.3398,-2.7967,1,1,1
2017-07-06,Duns,55.7832,-2.3435,1,1,0
2019-07-30,(not set),0,0,7,10,6
2018-03-08,Irvine,55.6116,-4.6696,2,2,1
2019-06-12,(not set),0,0,19,23,16
2017-11-10,Motherwell,55.7776,-3.9811,1,1,1
2018-01-08,Edinburgh,55.9565,-3.1883,54,58,35
2018-03-16,Alness,57.696,-4.2568,3,3,3
2017-07-01,Johnstone,55.829,-4.5139,2,3,2
2018-08-27,Dundee,56.462,-2.9707,4,5,2
2018-04-11,Peebles,55.6531,-3.1936,1,1,1
2018-11-13,Glasgow,55.8622,-4.2518,48,54,32
2017-07-10,Rutherglen,55.829,-4.2243,2,2,1
2017-05-18,Lochwinnoch,55.7967,-4.6292,1,1,1
2019-06-15,Edinburgh,55.9533,-3.1883,65,74,45
2018-11-30,Perth,56.395,-3.4308,1,1,1
2016-09-06,Inverness,57.4778,-4.2243,6,7,4
2020-04-19,Rosyth,56.0365,-3.4231,1,1,1
2020-04-29,Alexandria,55.9887,-4.5789,1,1,1
2018-10-22,Kilwinning,55.6559,-4.7031,2,2,0
2018-08-24,Stirling,56.1168,-3.9369,1,1,1
2017-10-26,Aberdeen,57.1497,-2.0943,2,2,2
2018-04-24,Musselburgh,55.9419,-3.0539,2,2,1
2018-09-28,Kirkcaldy,56.1165,-3.1581,1,1,1
2019-10-15,Paisley,55.8473,-4.4401,4,9,3
2018-09-20,Livingston,55.9001,-3.5181,3,3,3
2019-06-29,Kilmarnock,55.6147,-4.4988,1,2,0
2019-01-24,Kilmacolm,55.9001,-4.6268,1,1,1
2019-07-15,Dunfermline,56.0717,-3.4522,3,7,0
2019-05-02,Greenock,55.9533,-4.772,1,4,0
2019-01-07,Inverness,57.4778,-4.2243,3,3,2
2016-12-12,Musselburgh,55.9392,-3.0539,3,5,0
2018-10-18,Forfar,56.6436,-2.8891,1,1,0
2018-10-30,Glasgow,55.8642,-4.2518,47,54,35
2019-08-31,Livingston,55.9007,-3.5181,11,12,10
2019-09-05,Kilmarnock,55.6147,-4.4988,1,1,0
2018-02-13,Inverness,57.4778,-4.2243,2,2,1
2018-06-12,Edinburgh,55.9565,-3.1883,38,40,22
2017-06-24,Perth,56.395,-3.4308,1,1,0
2018-11-07,Rutherglen,55.8373,-4.2247,1,1,1
2017-02-16,Kilbride,56.3755,-5.4727,2,2,2
2018-09-06,Cumbernauld,55.9419,-3.9925,3,4,2
2018-05-26,Prestwick,55.4956,-4.6142,1,1,1
2019-10-07,Livingston,55.9001,-3.5181,19,20,11
2019-12-07,Dunfermline,56.0717,-3.4522,2,2,2
2020-04-05,East Kilbride,55.7644,-4.177,3,4,2
2019-03-19,Inverness,57.4778,-4.2243,5,5,2
2017-05-14,Hamilton,55.7776,-4.0537,1,2,0
2018-04-03,Edinburgh,55.9533,-3.1883,86,102,63
2019-03-17,North Berwick,56.0584,-2.7196,1,1,1
2018-10-04,Elgin,57.6495,-3.3185,1,1,1
2019-09-17,Stirling,56.1165,-3.9369,2,3,1
2019-06-13,Cumbernauld,55.9419,-3.9925,2,3,1
2016-09-27,Kinross,56.2318,-3.4231,1,1,1
2018-06-15,Paisley,55.8473,-4.4401,2,2,0
2019-11-19,Musselburgh,55.9419,-3.0539,2,2,1
2018-05-29,Glenrothes,56.2008,-3.1599,2,2,2
2019-08-07,Aberdeen,57.1497,-2.0943,8,9,7
2018-01-10,Inverness,57.4778,-4.2243,1,1,1
2017-01-07,Uddingston,55.8168,-4.0791,1,1,0
2016-12-06,Livingston,55.9007,-3.5181,3,3,3
2019-05-05,Perth,56.395,-3.4308,1,1,1
2017-12-26,Kirkintilloch,55.9419,-4.1562,1,1,0
2017-05-24,Inverness,57.4778,-4.2247,1,1,1
2017-09-05,Biggar,55.6234,-3.524,1,5,0
2018-07-24,Aberdeen,57.1497,-2.0943,1,1,0
2017-11-06,Arbroath,56.5591,-2.5915,1,1,1
2016-09-25,Inverness,57.4778,-4.2247,1,1,0
2020-02-05,Kilmarnock,55.6116,-4.4988,4,4,2
2017-08-27,Arbroath,56.5591,-2.5915,1,1,1
2019-07-06,Livingston,55.9001,-3.5181,14,16,11
2017-09-22,St Andrews,56.3398,-2.7967,1,2,0
2017-06-19,Renfrew,55.8753,-4.3915,1,1,0
2019-07-15,Hamilton,55.7776,-4.0537,5,5,4
2016-12-30,Alloa,56.1165,-3.7919,1,1,1
2020-01-27,Portlethen,57.0617,-2.1295,3,3,2
2016-11-17,Perth,56.395,-3.4308,1,1,1
2019-11-20,Uddingston,55.8157,-4.0791,1,1,1
2018-09-18,East Kilbride,55.7644,-4.177,1,1,0
2017-05-03,East Kilbride,55.7644,-4.177,3,3,1
2017-08-18,Motherwell,55.7776,-3.9811,1,1,1
2018-03-12,Clydebank,55.9001,-4.4048,4,4,3
2018-04-16,Aberdeen,57.1497,-2.0943,2,2,2
2020-04-03,Livingston,55.9007,-3.5181,7,8,1
2020-03-02,Kirkcaldy,56.1168,-3.1581,1,1,1
2019-11-20,Musselburgh,55.9419,-3.0539,1,2,0
2018-04-04,Inverness,57.4778,-4.2243,1,1,0
2017-09-12,(not set),0,0,6,6,4
2017-04-28,Aberdeen,57.1497,-2.0943,4,5,3
2017-10-19,Stirling,56.1168,-3.9369,1,1,1
2019-06-21,(not set),0,0,18,20,13
2019-11-14,Rutherglen,55.8373,-4.2247,3,3,2
2020-03-18,Clydebank,55.9007,-4.4048,1,1,0
2017-10-16,Dundee,56.462,-2.9707,2,2,1
2019-01-09,Renfrew,55.8753,-4.3915,1,1,1
2020-01-07,Dunfermline,56.0717,-3.4522,4,5,3
2017-05-01,Dundee,56.462,-2.9707,4,5,1
2017-04-30,Edinburgh,55.9533,-3.1883,24,25,15
2017-04-16,Cumbernauld,55.9457,-3.9925,4,4,3
2018-06-01,Falkirk,56.0019,-3.7839,1,2,1
2020-03-30,Cumbernauld,55.9457,-3.9925,1,1,0
2017-05-15,Motherwell,55.7776,-3.9811,1,1,0
2019-10-23,Hamilton,55.7776,-4.0537,4,5,2
2018-06-19,Renfrew,55.8753,-4.3915,2,6,0
2017-04-08,Alexandria,56.0019,-4.5789,1,2,1
2017-12-29,Uddingston,55.8157,-4.0791,1,1,1
2017-06-23,Motherwell,55.7832,-3.9811,5,7,5
2017-06-09,Paisley,55.8473,-4.4401,1,1,1
2017-10-31,Kilmacolm,55.9007,-4.6268,1,1,0
2019-08-08,Aberdeen,57.1497,-2.0943,5,5,4
2019-05-26,Portlethen,57.0617,-2.1295,1,1,1
2016-09-27,Stirling,56.1141,-3.9369,4,4,4
2019-07-30,Livingston,55.9007,-3.5181,5,5,4
2018-07-27,Aberdeen,57.1497,-2.0943,1,2,0
2019-02-01,Glenrothes,56.2008,-3.1599,1,1,1
2017-04-09,Hamilton,55.7776,-4.0537,4,4,1
2020-03-18,Paisley,55.8473,-4.4401,1,2,0
2019-04-24,Dunfermline,56.0717,-3.4522,11,14,7
2019-10-05,Aberdeen,57.1497,-2.0943,4,4,3
2019-05-08,Cumbernauld,55.9457,-3.9925,1,1,1
2019-06-23,Inverness,57.4778,-4.2247,11,12,8
2017-02-18,Renfrew,55.8753,-4.3915,1,1,1
2018-11-08,Johnstone,55.829,-4.5139,1,1,1
